"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Ashford","0901501430",2015,"Total","Rate (per 10,000)","Margins of Error",0.1
"Ashford","0901501430",2015,"10 years and over","Number","DUI Arrests",9
"Ashford","0901501430",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",23.21
"Ashford","0901501430",2015,"10 years and over","Rate (per 10,000)","Margins of Error",1.87
"Ashford","0901501430",2015,"10 to 17 years","Number","DUI Arrests",0
"Ashford","0901501430",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Ashford","0901501430",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2015,"10 to 20 years","Number","DUI Arrests",2
"Ashford","0901501430",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",33.06
"Ashford","0901501430",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",6.85
"Ashford","0901501430",2015,"18 to 24 years","Number","DUI Arrests",3
"Ashford","0901501430",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",98.36
"Ashford","0901501430",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",29.88
"Ashford","0901501430",2015,"21 years and over","Number","DUI Arrests",7
"Ashford","0901501430",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",21.39
"Ashford","0901501430",2015,"21 years and over","Rate (per 10,000)","Margins of Error",1.87
"Ashford","0901501430",2016,"Total","Number","DUI Arrests",4
"Ashford","0901501430",2016,"Total","Rate (per 10,000)","DUI Arrests",9.37
"Ashford","0901501430",2016,"Total","Rate (per 10,000)","Margins of Error",0.05
"Ashford","0901501430",2016,"10 years and over","Number","DUI Arrests",4
"Ashford","0901501430",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",10.47
"Ashford","0901501430",2016,"10 years and over","Rate (per 10,000)","Margins of Error",0.88
"Ashford","0901501430",2016,"10 to 17 years","Number","DUI Arrests",0
"Ashford","0901501430",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Ashford","0901501430",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2016,"10 to 20 years","Number","DUI Arrests",0
"Ashford","0901501430",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Ashford","0901501430",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2016,"18 to 24 years","Number","DUI Arrests",0
"Ashford","0901501430",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Ashford","0901501430",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Ashford","0901501430",2016,"21 years and over","Number","DUI Arrests",4
"Ashford","0901501430",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",12.18
"Ashford","0901501430",2016,"21 years and over","Rate (per 10,000)","Margins of Error",1.08
"Avon","0900302060",2010,"Total","Number","DUI Arrests",29
"Avon","0900302060",2010,"Total","Rate (per 10,000)","DUI Arrests",16.4
"Avon","0900302060",2010,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2010,"10 years and over","Number","DUI Arrests",29
"Avon","0900302060",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",18.76
"Avon","0900302060",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0.79
"Avon","0900302060",2010,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2010,"10 to 20 years","Number","DUI Arrests",5
"Avon","0900302060",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",17.4
"Avon","0900302060",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.74
"Avon","0900302060",2010,"18 to 24 years","Number","DUI Arrests",8
"Avon","0900302060",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",102.83
"Avon","0900302060",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",22.1
"Avon","0900302060",2010,"21 years and over","Number","DUI Arrests",24
"Avon","0900302060",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",19.07
"Avon","0900302060",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0.89
"Avon","0900302060",2011,"Total","Number","DUI Arrests",32
"Avon","0900302060",2011,"Total","Rate (per 10,000)","DUI Arrests",17.92
"Avon","0900302060",2011,"Total","Rate (per 10,000)","Margins of Error",0.03
"Avon","0900302060",2011,"10 years and over","Number","DUI Arrests",32
"Avon","0900302060",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",20.68
"Avon","0900302060",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.94
"Avon","0900302060",2011,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2011,"10 to 20 years","Number","DUI Arrests",3
"Avon","0900302060",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",10.94
"Avon","0900302060",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",1.2
"Avon","0900302060",2011,"18 to 24 years","Number","DUI Arrests",6
"Avon","0900302060",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",65.08
"Avon","0900302060",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.39
"Avon","0900302060",2011,"21 years and over","Number","DUI Arrests",29
"Avon","0900302060",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",22.78
"Avon","0900302060",2011,"21 years and over","Rate (per 10,000)","Margins of Error",1.14
"Avon","0900302060",2012,"Total","Number","DUI Arrests",25
"Avon","0900302060",2012,"Total","Rate (per 10,000)","DUI Arrests",13.85
"Avon","0900302060",2012,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2012,"10 years and over","Number","DUI Arrests",25
"Avon","0900302060",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",15.81
"Avon","0900302060",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.71
"Avon","0900302060",2012,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2012,"10 to 20 years","Number","DUI Arrests",1
"Avon","0900302060",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",3.34
"Avon","0900302060",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.35
"Avon","0900302060",2012,"18 to 24 years","Number","DUI Arrests",6
"Avon","0900302060",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",67.49
"Avon","0900302060",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",13.61
"Avon","0900302060",2012,"21 years and over","Number","DUI Arrests",24
"Avon","0900302060",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",18.72
"Avon","0900302060",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.93
"Avon","0900302060",2013,"Total","Number","DUI Arrests",17
"Avon","0900302060",2013,"Total","Rate (per 10,000)","DUI Arrests",9.34
"Avon","0900302060",2013,"Total","Rate (per 10,000)","Margins of Error",0.01
"Avon","0900302060",2013,"10 years and over","Number","DUI Arrests",17
"Avon","0900302060",2013,"10 years and over","Rate (per 10,000)","DUI Arrests",10.6
"Avon","0900302060",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.48
"Avon","0900302060",2013,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2013,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2013,"10 to 20 years","Number","DUI Arrests",0
"Avon","0900302060",2013,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2013,"18 to 24 years","Number","DUI Arrests",2
"Avon","0900302060",2013,"18 to 24 years","Rate (per 10,000)","DUI Arrests",22.91
"Avon","0900302060",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",4.52
"Avon","0900302060",2013,"21 years and over","Number","DUI Arrests",17
"Avon","0900302060",2013,"21 years and over","Rate (per 10,000)","DUI Arrests",12.86
"Avon","0900302060",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0.65
"Avon","0900302060",2014,"Total","Number","DUI Arrests",9
"Avon","0900302060",2014,"Total","Rate (per 10,000)","DUI Arrests",4.92
"Avon","0900302060",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Avon","0900302060",2014,"10 years and over","Number","DUI Arrests",9
"Avon","0900302060",2014,"10 years and over","Rate (per 10,000)","DUI Arrests",5.63
"Avon","0900302060",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.25
"Avon","0900302060",2014,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2014,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2014,"10 to 20 years","Number","DUI Arrests",0
"Avon","0900302060",2014,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2014,"18 to 24 years","Number","DUI Arrests",0
"Avon","0900302060",2014,"18 to 24 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2014,"21 years and over","Number","DUI Arrests",9
"Avon","0900302060",2014,"21 years and over","Rate (per 10,000)","DUI Arrests",6.78
"Avon","0900302060",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0.33
"Avon","0900302060",2015,"Total","Number","DUI Arrests",21
"Avon","0900302060",2015,"Total","Rate (per 10,000)","DUI Arrests",11.45
"Avon","0900302060",2015,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2015,"10 years and over","Number","DUI Arrests",21
"Avon","0900302060",2015,"10 years and over","Rate (per 10,000)","DUI Arrests",13.09
"Avon","0900302060",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0.6
"Avon","0900302060",2015,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2015,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2015,"10 to 20 years","Number","DUI Arrests",2
"Avon","0900302060",2015,"10 to 20 years","Rate (per 10,000)","DUI Arrests",7.5
"Avon","0900302060",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.82
"Avon","0900302060",2015,"18 to 24 years","Number","DUI Arrests",6
"Avon","0900302060",2015,"18 to 24 years","Rate (per 10,000)","DUI Arrests",54.55
"Avon","0900302060",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",11.59
"Avon","0900302060",2015,"21 years and over","Number","DUI Arrests",19
"Avon","0900302060",2015,"21 years and over","Rate (per 10,000)","DUI Arrests",14.21
"Avon","0900302060",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0.72
"Avon","0900302060",2016,"Total","Number","DUI Arrests",18
"Avon","0900302060",2016,"Total","Rate (per 10,000)","DUI Arrests",9.81
"Avon","0900302060",2016,"Total","Rate (per 10,000)","Margins of Error",0.02
"Avon","0900302060",2016,"10 years and over","Number","DUI Arrests",18
"Avon","0900302060",2016,"10 years and over","Rate (per 10,000)","DUI Arrests",11.16
"Avon","0900302060",2016,"10 years and over","Rate (per 10,000)","Margins of Error",0.51
"Avon","0900302060",2016,"10 to 17 years","Number","DUI Arrests",0
"Avon","0900302060",2016,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Avon","0900302060",2016,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Avon","0900302060",2016,"10 to 20 years","Number","DUI Arrests",1
"Avon","0900302060",2016,"10 to 20 years","Rate (per 10,000)","DUI Arrests",3.66
"Avon","0900302060",2016,"10 to 20 years","Rate (per 10,000)","Margins of Error",0.4
"Avon","0900302060",2016,"18 to 24 years","Number","DUI Arrests",7
"Avon","0900302060",2016,"18 to 24 years","Rate (per 10,000)","DUI Arrests",71.79
"Avon","0900302060",2016,"18 to 24 years","Rate (per 10,000)","Margins of Error",14.44
"Avon","0900302060",2016,"21 years and over","Number","DUI Arrests",17
"Avon","0900302060",2016,"21 years and over","Rate (per 10,000)","DUI Arrests",12.68
"Avon","0900302060",2016,"21 years and over","Rate (per 10,000)","Margins of Error",0.64
"Barkhamsted","0900502760",2010,"Total","Number","DUI Arrests",17
"Barkhamsted","0900502760",2010,"Total","Rate (per 10,000)","DUI Arrests",44.96
"Barkhamsted","0900502760",2010,"Total","Rate (per 10,000)","Margins of Error",0.63
"Barkhamsted","0900502760",2010,"10 years and over","Number","DUI Arrests",17
"Barkhamsted","0900502760",2010,"10 years and over","Rate (per 10,000)","DUI Arrests",52.71
"Barkhamsted","0900502760",2010,"10 years and over","Rate (per 10,000)","Margins of Error",5.3
"Barkhamsted","0900502760",2010,"10 to 17 years","Number","DUI Arrests",0
"Barkhamsted","0900502760",2010,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Barkhamsted","0900502760",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Barkhamsted","0900502760",2010,"10 to 20 years","Number","DUI Arrests",0
"Barkhamsted","0900502760",2010,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Barkhamsted","0900502760",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Barkhamsted","0900502760",2010,"18 to 24 years","Number","DUI Arrests",1
"Barkhamsted","0900502760",2010,"18 to 24 years","Rate (per 10,000)","DUI Arrests",52.36
"Barkhamsted","0900502760",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.96
"Barkhamsted","0900502760",2010,"21 years and over","Number","DUI Arrests",17
"Barkhamsted","0900502760",2010,"21 years and over","Rate (per 10,000)","DUI Arrests",62.32
"Barkhamsted","0900502760",2010,"21 years and over","Rate (per 10,000)","Margins of Error",6.76
"Barkhamsted","0900502760",2011,"Total","Number","DUI Arrests",11
"Barkhamsted","0900502760",2011,"Total","Rate (per 10,000)","DUI Arrests",29.08
"Barkhamsted","0900502760",2011,"Total","Rate (per 10,000)","Margins of Error",0.2
"Barkhamsted","0900502760",2011,"10 years and over","Number","DUI Arrests",11
"Barkhamsted","0900502760",2011,"10 years and over","Rate (per 10,000)","DUI Arrests",33.66
"Barkhamsted","0900502760",2011,"10 years and over","Rate (per 10,000)","Margins of Error",3.23
"Barkhamsted","0900502760",2011,"10 to 17 years","Number","DUI Arrests",0
"Barkhamsted","0900502760",2011,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Barkhamsted","0900502760",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Barkhamsted","0900502760",2011,"10 to 20 years","Number","DUI Arrests",1
"Barkhamsted","0900502760",2011,"10 to 20 years","Rate (per 10,000)","DUI Arrests",20.12
"Barkhamsted","0900502760",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",5.15
"Barkhamsted","0900502760",2011,"18 to 24 years","Number","DUI Arrests",1
"Barkhamsted","0900502760",2011,"18 to 24 years","Rate (per 10,000)","DUI Arrests",50.25
"Barkhamsted","0900502760",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",20.83
"Barkhamsted","0900502760",2011,"21 years and over","Number","DUI Arrests",10
"Barkhamsted","0900502760",2011,"21 years and over","Rate (per 10,000)","DUI Arrests",36.09
"Barkhamsted","0900502760",2011,"21 years and over","Rate (per 10,000)","Margins of Error",3.74
"Barkhamsted","0900502760",2012,"Total","Number","DUI Arrests",10
"Barkhamsted","0900502760",2012,"Total","Rate (per 10,000)","DUI Arrests",26.38
"Barkhamsted","0900502760",2012,"Total","Rate (per 10,000)","Margins of Error",0.29
"Barkhamsted","0900502760",2012,"10 years and over","Number","DUI Arrests",10
"Barkhamsted","0900502760",2012,"10 years and over","Rate (per 10,000)","DUI Arrests",30.64
"Barkhamsted","0900502760",2012,"10 years and over","Rate (per 10,000)","Margins of Error",2.83
"Barkhamsted","0900502760",2012,"10 to 17 years","Number","DUI Arrests",0
"Barkhamsted","0900502760",2012,"10 to 17 years","Rate (per 10,000)","DUI Arrests",0
"Barkhamsted","0900502760",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Barkhamsted","0900502760",2012,"10 to 20 years","Number","DUI Arrests",0
"Barkhamsted","0900502760",2012,"10 to 20 years","Rate (per 10,000)","DUI Arrests",0
"Barkhamsted","0900502760",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Barkhamsted","0900502760",2012,"18 to 24 years","Number","DUI Arrests",1
"Barkhamsted","0900502760",2012,"18 to 24 years","Rate (per 10,000)","DUI Arrests",43.86
"Barkhamsted","0900502760",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",15.98
"Barkhamsted","0900502760",2012,"21 years and over","Number","DUI Arrests",10
"Barkhamsted","0900502760",2012,"21 years and over","Rate (per 10,000)","DUI Arrests",35.86
"Barkhamsted","0900502760",2012,"21 years and over","Rate (per 10,000)","Margins of Error",3.53
"Barkhamsted","0900502760",2013,"Total","Number","DUI Arrests",11
"Barkhamsted","0900502760",2013,"Total","Rate (per 10,000)","DUI Arrests",29.16
"Barkhamsted","0900502760",2013,"Total","Rate (per 10,000)","Margins of Error",0.14
"Barkhamsted","0900502760",2013,"10 years and over","Number","DUI Arrests",11
